expense_id,expense_date,department_id,expense_type,amount
1657,2024-06-09,3,Travel,1590.51
1658,2024-06-09,4,Software,710.54
1659,2024-06-10,4,Cloud Hosting,1614.26
1660,2024-06-10,5,Marketing,1917.97
1661,2024-06-10,2,Travel,3293.92
1662,2024-06-10,3,Office,1225.72
1663,2024-06-10,4,Travel,3453.97
1664,2024-06-10,2,Marketing,6600.26
1665,2024-06-10,2,Office,762.18
1666,2024-06-10,2,Salary,9215.21
1667,2024-06-10,5,Marketing,4737.88
1668,2024-06-10,4,Cloud Hosting,1710.16
1669,2024-06-11,1,Travel,1713.93
1670,2024-06-11,2,Office,184.05
1671,2024-06-11,4,Cloud Hosting,4243.17
1672,2024-06-11,4,Salary,12445.93
1673,2024-06-11,3,Cloud Hosting,1993.44
1674,2024-06-11,3,Travel,1507.73
1675,2024-06-11,1,Software,1118.16
1676,2024-06-11,5,Office,378.54
1677,2024-06-11,5,Travel,863.25
1678,2024-06-11,3,Cloud Hosting,1827.92
1679,2024-06-11,4,Travel,3144.03
1680,2024-06-11,1,Software,1205.11
1681,2024-06-11,4,Cloud Hosting,3269.05
1682,2024-06-12,3,Marketing,3952.72
1683,2024-06-12,5,Travel,1738.14
1684,2024-06-12,1,Salary,6619.99
1685,2024-06-12,3,Marketing,3218.15
1686,2024-06-12,3,Cloud Hosting,3145.31
1687,2024-06-12,3,Software,2674.31
1688,2024-06-12,5,Cloud Hosting,2748.4
1689,2024-06-13,2,Software,633.27
1690,2024-06-13,2,Salary,12277.72
1691,2024-06-13,3,Office,1416.61
1692,2024-06-13,1,Office,394.8
1693,2024-06-13,1,Software,377.11
1694,2024-06-13,5,Software,256.09
1695,2024-06-13,5,Software,2318.49
1696,2024-06-13,1,Salary,7624.52
1697,2024-06-13,1,Marketing,5583.83
1698,2024-06-13,3,Software,765.13
1699,2024-06-13,3,Office,720.42
1700,2024-06-13,2,Marketing,4687.2
1701,2024-06-14,1,Salary,11635.49
1702,2024-06-14,4,Cloud Hosting,2495.81
1703,2024-06-14,3,Travel,2284.47
1704,2024-06-14,5,Marketing,2239.26
1705,2024-06-14,4,Travel,2597.98
1706,2024-06-14,5,Office,708.97
1707,2024-06-14,5,Office,533.53
1708,2024-06-15,5,Software,758.67
1709,2024-06-15,4,Salary,8078.68
1710,2024-06-15,3,Software,551.58
1711,2024-06-15,1,Salary,10233.16
1712,2024-06-15,3,Marketing,3007.34
1713,2024-06-15,1,Travel,2813.53
1714,2024-06-15,4,Software,968.87
1715,2024-06-15,3,Software,1831.31
1716,2024-06-15,5,Salary,8736.44
1717,2024-06-15,5,Software,1367.61
1718,2024-06-16,4,Marketing,6798.99
1719,2024-06-16,3,Marketing,1554.47
1720,2024-06-16,2,Office,823.25
1721,2024-06-16,3,Travel,1281.77
1722,2024-06-16,5,Office,1232.33
1723,2024-06-16,2,Software,2575.1
1724,2024-06-16,2,Marketing,3027.17
1725,2024-06-16,4,Office,964.82
1726,2024-06-17,5,Office,788.79
1727,2024-06-17,1,Cloud Hosting,1015.1
1728,2024-06-17,1,Travel,906.56
1729,2024-06-17,3,Salary,7691.95
1730,2024-06-17,4,Office,1117.95
1731,2024-06-17,1,Marketing,2054.79
1732,2024-06-17,2,Software,1091.55
1733,2024-06-17,4,Cloud Hosting,4990.43
1734,2024-06-17,1,Software,1057.72
1735,2024-06-18,3,Salary,12756.53
1736,2024-06-18,5,Salary,9701.47
1737,2024-06-18,3,Marketing,6720.76
1738,2024-06-18,1,Salary,14745.99
1739,2024-06-18,2,Office,638.72
1740,2024-06-18,2,Software,2239.1
1741,2024-06-18,2,Salary,9608.35
1742,2024-06-19,2,Travel,1996.74
1743,2024-06-19,3,Office,1410.7
1744,2024-06-19,1,Marketing,6213.07
1745,2024-06-19,5,Travel,664.14
1746,2024-06-19,3,Software,676.3
1747,2024-06-19,2,Salary,14732.74
1748,2024-06-20,4,Office,554.32
1749,2024-06-20,3,Marketing,5092.88
1750,2024-06-20,2,Software,125.9
1751,2024-06-20,5,Salary,12834.75
1752,2024-06-20,5,Software,549.48
1753,2024-06-20,2,Salary,6576.98
1754,2024-06-20,5,Salary,8384.22
1755,2024-06-20,1,Office,183.69
1756,2024-06-21,5,Marketing,6540.26
1757,2024-06-21,4,Marketing,2628.72
1758,2024-06-21,3,Travel,3261.0
1759,2024-06-21,2,Software,161.92
1760,2024-06-21,3,Software,2200.76
1761,2024-06-21,1,Cloud Hosting,2580.92
1762,2024-06-21,5,Software,954.67
1763,2024-06-21,4,Office,365.69
1764,2024-06-21,5,Marketing,3433.65
1765,2024-06-21,4,Office,485.45
1766,2024-06-21,5,Travel,809.3
1767,2024-06-21,2,Travel,1907.66
1768,2024-06-21,5,Cloud Hosting,2025.43
1769,2024-06-21,5,Salary,8790.44
1770,2024-06-21,1,Marketing,5338.14
1771,2024-06-22,2,Travel,1418.64
1772,2024-06-22,5,Salary,13190.5
1773,2024-06-22,5,Marketing,5782.57
1774,2024-06-22,2,Travel,2529.55
1775,2024-06-22,4,Cloud Hosting,3312.25
1776,2024-06-22,1,Salary,10232.01
1777,2024-06-22,1,Salary,13351.93
1778,2024-06-22,2,Marketing,7114.45
1779,2024-06-22,1,Marketing,4397.59
1780,2024-06-22,1,Salary,10710.12
1781,2024-06-23,4,Office,836.15
1782,2024-06-23,5,Office,458.31
1783,2024-06-23,2,Cloud Hosting,3147.98
1784,2024-06-23,1,Salary,14302.11
1785,2024-06-23,4,Marketing,7498.83
1786,2024-06-23,4,Salary,13010.2
1787,2024-06-23,3,Salary,10580.2
1788,2024-06-23,3,Software,2403.32
1789,2024-06-23,5,Salary,7658.16
1790,2024-06-23,1,Salary,13344.56
1791,2024-06-23,2,Salary,14605.87
1792,2024-06-24,2,Salary,10316.61
1793,2024-06-24,2,Marketing,4683.34
1794,2024-06-24,5,Marketing,5377.28
1795,2024-06-24,5,Marketing,6244.36
1796,2024-06-24,1,Software,2322.22
1797,2024-06-24,3,Travel,2763.07
1798,2024-06-25,1,Software,583.75
1799,2024-06-25,5,Marketing,3810.9
1800,2024-06-25,2,Cloud Hosting,2809.33
1801,2024-06-25,4,Travel,3747.38
1802,2024-06-25,5,Cloud Hosting,4959.88
1803,2024-06-25,3,Cloud Hosting,2238.01
1804,2024-06-25,4,Office,1256.62
1805,2024-06-25,5,Cloud Hosting,1431.4
1806,2024-06-25,2,Travel,1625.24
1807,2024-06-25,3,Travel,1568.03
1808,2024-06-25,4,Software,2883.49
1809,2024-06-25,1,Salary,14829.56
1810,2024-06-25,1,Travel,2166.92
1811,2024-06-25,1,Cloud Hosting,1711.57
1812,2024-06-25,2,Marketing,6990.04
1813,2024-06-26,3,Office,1386.76
1814,2024-06-26,5,Travel,2368.54
1815,2024-06-26,2,Travel,558.29
1816,2024-06-26,3,Software,552.71
1817,2024-06-26,3,Cloud Hosting,4481.24
1818,2024-06-27,3,Marketing,6677.52
1819,2024-06-27,5,Salary,8997.98
1820,2024-06-27,1,Marketing,6065.06
1821,2024-06-27,2,Software,1516.0
1822,2024-06-27,5,Office,1247.32
1823,2024-06-27,5,Salary,11422.55
1824,2024-06-27,5,Salary,8815.46
1825,2024-06-27,3,Salary,8479.3
1826,2024-06-28,1,Software,2622.38
1827,2024-06-28,5,Marketing,7500.57
1828,2024-06-28,4,Office,175.78
1829,2024-06-28,1,Travel,1413.4
1830,2024-06-28,2,Travel,1441.96
1831,2024-06-28,2,Office,314.48
1832,2024-06-28,4,Office,1459.46
1833,2024-06-28,5,Travel,2117.97
1834,2024-06-28,4,Marketing,3028.48
1835,2024-06-28,2,Software,483.35
1836,2024-06-28,4,Salary,10714.41
1837,2024-06-29,4,Travel,1197.72
1838,2024-06-29,5,Software,1360.02
1839,2024-06-29,2,Office,1166.85
1840,2024-06-29,5,Software,674.51
1841,2024-06-29,5,Software,668.69
1842,2024-06-30,5,Office,444.74
1843,2024-06-30,3,Salary,12767.72
1844,2024-06-30,5,Cloud Hosting,721.09
1845,2024-06-30,4,Office,692.96
1846,2024-06-30,2,Cloud Hosting,1807.47
1847,2024-06-30,1,Travel,3124.79
1848,2024-06-30,3,Marketing,5313.55
1849,2024-06-30,5,Software,522.87
1850,2024-06-30,2,Salary,6996.85
1851,2024-06-30,2,Cloud Hosting,3861.35
1852,2024-06-30,1,Salary,12395.82
1853,2024-06-30,5,Marketing,7487.11
1854,2024-06-30,1,Cloud Hosting,1913.38
1855,2024-06-30,3,Salary,9500.62
1856,2024-07-01,2,Cloud Hosting,3778.06
1857,2024-07-01,2,Marketing,4824.97
1858,2024-07-01,5,Cloud Hosting,2570.22
1859,2024-07-01,2,Office,1073.1
1860,2024-07-01,1,Office,627.25
1861,2024-07-02,1,Travel,1170.73
1862,2024-07-02,3,Salary,7006.96
1863,2024-07-02,5,Office,479.79
1864,2024-07-02,1,Software,293.13
1865,2024-07-02,3,Office,1028.17
1866,2024-07-02,3,Office,1310.0
1867,2024-07-02,3,Salary,13674.1
1868,2024-07-02,4,Office,423.64
1869,2024-07-02,5,Software,2932.17
1870,2024-07-02,3,Salary,9846.62
1871,2024-07-02,5,Travel,534.48
1872,2024-07-02,5,Marketing,7767.54
1873,2024-07-02,1,Travel,351.06
1874,2024-07-02,3,Travel,1467.56
1875,2024-07-02,2,Software,153.28
1876,2024-07-03,3,Cloud Hosting,3238.59
1877,2024-07-03,5,Marketing,2931.15
1878,2024-07-03,3,Salary,13786.77
1879,2024-07-03,5,Salary,14491.16
1880,2024-07-03,2,Marketing,3392.5
1881,2024-07-03,2,Software,354.61
1882,2024-07-03,5,Software,2885.76
1883,2024-07-03,2,Travel,1785.87
1884,2024-07-03,2,Travel,1820.57
1885,2024-07-03,5,Cloud Hosting,1847.64
1886,2024-07-03,2,Travel,985.68
1887,2024-07-03,5,Marketing,4789.48
1888,2024-07-03,2,Marketing,3162.99
1889,2024-07-03,5,Office,1373.39
1890,2024-07-03,2,Software,2003.07
1891,2024-07-04,3,Marketing,1474.7
1892,2024-07-04,1,Travel,899.71
1893,2024-07-04,1,Marketing,6358.05
1894,2024-07-04,4,Software,979.71
1895,2024-07-04,3,Office,312.74
1896,2024-07-04,1,Marketing,1920.82
1897,2024-07-04,5,Salary,11169.47
1898,2024-07-04,5,Travel,2526.98
1899,2024-07-04,2,Travel,1077.47
1900,2024-07-04,3,Salary,5794.75
1901,2024-07-04,2,Software,1556.74
1902,2024-07-04,4,Travel,2905.67
1903,2024-07-04,2,Cloud Hosting,4305.01
1904,2024-07-04,4,Software,498.79
1905,2024-07-05,1,Marketing,3860.12
1906,2024-07-05,3,Salary,14501.98
1907,2024-07-05,2,Marketing,6304.44
1908,2024-07-05,2,Salary,14271.03
1909,2024-07-05,5,Software,1520.83
1910,2024-07-05,4,Cloud Hosting,4471.66
1911,2024-07-05,4,Software,2351.02
1912,2024-07-05,4,Travel,2936.76
1913,2024-07-06,5,Travel,2456.46
1914,2024-07-06,1,Travel,2178.47
1915,2024-07-06,4,Software,2498.33
1916,2024-07-06,2,Salary,10187.03
1917,2024-07-06,1,Software,1717.33
1918,2024-07-06,1,Travel,921.43
1919,2024-07-06,4,Software,2664.75
1920,2024-07-06,4,Cloud Hosting,1082.49
1921,2024-07-06,5,Cloud Hosting,4619.45
1922,2024-07-06,5,Office,1365.15
1923,2024-07-06,4,Software,362.28
1924,2024-07-07,2,Salary,12787.31
1925,2024-07-07,5,Office,289.43
1926,2024-07-07,3,Software,1407.57
1927,2024-07-07,4,Marketing,5132.21
1928,2024-07-07,2,Office,1335.57
1929,2024-07-07,3,Salary,8240.75
1930,2024-07-07,2,Office,1105.72
1931,2024-07-07,1,Salary,6141.65
1932,2024-07-07,3,Software,347.39
1933,2024-07-07,4,Office,1117.62
1934,2024-07-07,5,Travel,3809.06
1935,2024-07-07,5,Software,1203.76
1936,2024-07-07,3,Marketing,4958.44
1937,2024-07-08,2,Marketing,7081.73
1938,2024-07-08,1,Marketing,3937.07
1939,2024-07-08,4,Cloud Hosting,1657.27
1940,2024-07-08,1,Marketing,7289.79
1941,2024-07-08,1,Marketing,5357.92
1942,2024-07-08,1,Cloud Hosting,2455.62
1943,2024-07-08,5,Software,2441.62
1944,2024-07-08,4,Travel,1103.94
1945,2024-07-08,4,Travel,1924.21
1946,2024-07-08,1,Software,1843.53
1947,2024-07-08,2,Salary,13821.68
1948,2024-07-08,5,Cloud Hosting,3254.59
1949,2024-07-08,1,Marketing,2293.88
1950,2024-07-08,3,Salary,5367.21
1951,2024-07-08,5,Salary,13380.14
1952,2024-07-09,1,Cloud Hosting,530.45
1953,2024-07-09,2,Software,567.87
1954,2024-07-09,5,Cloud Hosting,3406.35
1955,2024-07-09,5,Office,901.2
1956,2024-07-09,2,Travel,3871.91
1957,2024-07-09,5,Office,604.26
1958,2024-07-09,1,Salary,12685.12
1959,2024-07-09,3,Cloud Hosting,4518.39
1960,2024-07-09,4,Salary,13433.1
1961,2024-07-10,4,Cloud Hosting,932.37
1962,2024-07-10,3,Office,560.89
1963,2024-07-10,5,Software,708.55
1964,2024-07-10,5,Marketing,1407.29
1965,2024-07-10,5,Travel,3951.32
1966,2024-07-10,5,Software,2808.29
1967,2024-07-11,5,Software,2558.61
1968,2024-07-11,5,Cloud Hosting,3003.17
1969,2024-07-11,3,Travel,3723.0
1970,2024-07-11,5,Travel,2086.31
1971,2024-07-11,4,Office,789.51
1972,2024-07-11,5,Marketing,2629.05
1973,2024-07-11,2,Cloud Hosting,307.43
1974,2024-07-11,4,Salary,11254.61
1975,2024-07-11,2,Salary,12995.64
1976,2024-07-12,1,Software,1068.0
1977,2024-07-12,2,Travel,242.93
1978,2024-07-12,3,Marketing,2780.92
1979,2024-07-12,3,Salary,8002.84
1980,2024-07-12,3,Travel,3114.72
1981,2024-07-12,3,Salary,8413.62
1982,2024-07-12,5,Office,962.39
1983,2024-07-12,2,Salary,6940.16
1984,2024-07-12,4,Cloud Hosting,4605.97
1985,2024-07-12,2,Salary,9814.96
1986,2024-07-12,4,Office,1348.88
1987,2024-07-13,4,Cloud Hosting,3984.75
1988,2024-07-13,1,Software,2521.81
1989,2024-07-13,5,Cloud Hosting,3707.33
1990,2024-07-13,5,Cloud Hosting,2818.66
1991,2024-07-13,5,Marketing,5798.45
1992,2024-07-13,1,Cloud Hosting,4857.18
1993,2024-07-13,1,Cloud Hosting,1894.02
1994,2024-07-13,5,Software,2542.98
1995,2024-07-13,5,Travel,1680.35
1996,2024-07-13,1,Travel,3485.46
1997,2024-07-13,3,Cloud Hosting,3636.25
1998,2024-07-13,4,Cloud Hosting,707.95
1999,2024-07-13,3,Marketing,4163.34
2000,2024-07-14,5,Marketing,3116.23
2001,2024-07-14,3,Salary,12849.44
2002,2024-07-14,1,Marketing,4106.42
2003,2024-07-14,4,Salary,14049.56
2004,2024-07-14,2,Marketing,3380.81
2005,2024-07-14,5,Software,1000.04
2006,2024-07-14,2,Cloud Hosting,3916.56
2007,2024-07-14,5,Salary,11767.17
2008,2024-07-14,2,Marketing,6071.99
2009,2024-07-15,5,Software,435.92
2010,2024-07-15,1,Cloud Hosting,3529.15
2011,2024-07-15,1,Travel,1466.5
2012,2024-07-15,1,Salary,10205.78
2013,2024-07-15,3,Office,131.47
2014,2024-07-15,2,Cloud Hosting,1808.14
2015,2024-07-15,3,Marketing,2936.55
2016,2024-07-15,4,Cloud Hosting,3454.28
2017,2024-07-15,2,Cloud Hosting,1040.23
2018,2024-07-15,1,Salary,14582.98
2019,2024-07-15,5,Travel,589.03
2020,2024-07-15,3,Travel,2287.59
2021,2024-07-16,3,Marketing,5018.58
2022,2024-07-16,1,Marketing,3179.64
2023,2024-07-16,5,Cloud Hosting,2385.14
2024,2024-07-16,1,Marketing,4295.15
2025,2024-07-16,1,Office,248.3
2026,2024-07-16,1,Salary,9264.66
2027,2024-07-16,5,Marketing,7238.93
2028,2024-07-16,4,Office,962.84
2029,2024-07-16,3,Cloud Hosting,4141.98
2030,2024-07-17,1,Travel,3899.99
2031,2024-07-17,5,Software,482.21
2032,2024-07-17,4,Office,236.17
2033,2024-07-17,4,Cloud Hosting,2511.57
2034,2024-07-17,2,Marketing,7027.67
2035,2024-07-17,3,Travel,3668.87
2036,2024-07-17,2,Software,2128.88
2037,2024-07-17,3,Office,1204.29
2038,2024-07-17,4,Cloud Hosting,2591.28
2039,2024-07-17,4,Salary,6128.87
2040,2024-07-17,4,Software,2552.72
2041,2024-07-17,3,Cloud Hosting,3140.87
2042,2024-07-17,5,Marketing,1720.53
2043,2024-07-17,1,Office,556.22
2044,2024-07-17,1,Office,1209.4
2045,2024-07-18,4,Software,1812.55
2046,2024-07-18,5,Marketing,2705.84
2047,2024-07-18,4,Marketing,3686.72
2048,2024-07-18,2,Cloud Hosting,4125.4
2049,2024-07-18,4,Travel,3180.39
2050,2024-07-18,5,Software,2383.25
2051,2024-07-18,2,Travel,857.72
2052,2024-07-18,1,Office,1135.11
2053,2024-07-18,5,Office,1271.45
2054,2024-07-18,5,Salary,10960.75
2055,2024-07-18,5,Cloud Hosting,758.97
2056,2024-07-18,2,Software,993.3
2057,2024-07-18,1,Software,1834.95
2058,2024-07-19,4,Travel,1444.15
2059,2024-07-19,1,Office,226.75
2060,2024-07-19,5,Marketing,7322.79
2061,2024-07-19,1,Office,1159.91
2062,2024-07-19,2,Office,734.16
2063,2024-07-19,4,Cloud Hosting,3193.19
2064,2024-07-19,2,Software,696.42
2065,2024-07-19,3,Cloud Hosting,2980.3
2066,2024-07-19,3,Office,1385.9
2067,2024-07-19,3,Software,2971.84
2068,2024-07-19,1,Travel,2523.66
2069,2024-07-19,4,Travel,3421.02
2070,2024-07-19,1,Cloud Hosting,2035.35
2071,2024-07-19,1,Travel,203.2
2072,2024-07-19,3,Travel,616.85
2073,2024-07-20,2,Salary,9317.16
2074,2024-07-20,4,Travel,2575.81
2075,2024-07-20,4,Office,668.45
2076,2024-07-20,5,Software,712.53
2077,2024-07-20,4,Marketing,1973.48
2078,2024-07-20,4,Travel,3404.65
2079,2024-07-20,4,Cloud Hosting,1025.06
2080,2024-07-20,2,Office,287.99
2081,2024-07-20,1,Salary,6439.96
2082,2024-07-21,4,Office,1464.97
2083,2024-07-21,1,Marketing,1960.54
2084,2024-07-21,4,Software,2691.39
2085,2024-07-21,5,Office,1402.44
2086,2024-07-21,2,Travel,1926.7
2087,2024-07-21,5,Software,2478.21
2088,2024-07-21,3,Software,754.65
2089,2024-07-21,5,Software,121.55
2090,2024-07-21,2,Software,2165.18
2091,2024-07-21,4,Cloud Hosting,4654.85
2092,2024-07-21,3,Travel,327.16
2093,2024-07-21,5,Salary,9832.68
2094,2024-07-22,5,Salary,9815.33
2095,2024-07-22,1,Office,298.92
2096,2024-07-22,5,Office,1477.01
2097,2024-07-22,4,Cloud Hosting,2729.66
2098,2024-07-22,5,Travel,536.1
2099,2024-07-22,1,Software,2083.81
2100,2024-07-22,5,Travel,1387.5
2101,2024-07-22,3,Salary,10350.33
2102,2024-07-22,4,Salary,9540.35
2103,2024-07-22,5,Software,2228.06
2104,2024-07-23,3,Cloud Hosting,1659.28
2105,2024-07-23,5,Salary,12494.25
2106,2024-07-23,5,Office,464.62
2107,2024-07-23,4,Office,909.4
2108,2024-07-23,1,Travel,2694.02
2109,2024-07-23,5,Cloud Hosting,428.3
2110,2024-07-23,1,Software,467.78
2111,2024-07-23,3,Salary,7520.51
2112,2024-07-23,3,Travel,1245.83
2113,2024-07-23,1,Cloud Hosting,3784.72
2114,2024-07-23,2,Travel,3658.5
2115,2024-07-24,4,Office,617.67
2116,2024-07-24,3,Marketing,6477.69
2117,2024-07-24,4,Marketing,2265.66
2118,2024-07-24,1,Travel,1502.82
2119,2024-07-24,2,Salary,10955.44
2120,2024-07-24,4,Marketing,6269.33
2121,2024-07-24,4,Software,790.05
2122,2024-07-25,2,Office,395.2
2123,2024-07-25,3,Office,176.06
2124,2024-07-25,1,Cloud Hosting,546.86
2125,2024-07-25,4,Software,1481.07
2126,2024-07-25,5,Software,777.62
2127,2024-07-25,4,Office,764.43
2128,2024-07-25,5,Marketing,7091.94
2129,2024-07-25,3,Salary,14272.23
2130,2024-07-25,4,Software,2067.63
2131,2024-07-25,1,Travel,569.98
2132,2024-07-25,3,Travel,3833.5
2133,2024-07-25,5,Software,2762.32
2134,2024-07-26,3,Cloud Hosting,1555.31
2135,2024-07-26,3,Salary,11543.43
2136,2024-07-26,4,Software,2342.14
2137,2024-07-26,2,Office,1128.04
2138,2024-07-26,2,Travel,2175.82
2139,2024-07-26,2,Office,538.58
2140,2024-07-26,1,Salary,13316.89
2141,2024-07-26,4,Salary,5976.99
2142,2024-07-26,4,Salary,8515.16
2143,2024-07-27,2,Cloud Hosting,460.0
2144,2024-07-27,1,Travel,416.15
2145,2024-07-27,2,Travel,3811.86
2146,2024-07-27,1,Office,1091.31
2147,2024-07-27,1,Salary,13564.41
2148,2024-07-27,4,Marketing,5594.76
2149,2024-07-27,5,Office,1224.48
2150,2024-07-27,1,Marketing,5869.58
2151,2024-07-27,3,Cloud Hosting,2494.69
2152,2024-07-28,4,Office,1391.77
2153,2024-07-28,4,Cloud Hosting,3553.44
2154,2024-07-28,3,Office,460.27
2155,2024-07-28,3,Salary,12771.06
2156,2024-07-28,4,Software,1064.7
2157,2024-07-28,3,Salary,14556.06
2158,2024-07-29,4,Marketing,1485.79
2159,2024-07-29,5,Marketing,3748.44
2160,2024-07-29,4,Office,251.8
2161,2024-07-29,4,Travel,1029.87
2162,2024-07-29,1,Office,1377.65
2163,2024-07-29,3,Office,244.6
2164,2024-07-29,1,Salary,10713.45
2165,2024-07-29,4,Cloud Hosting,388.19
2166,2024-07-29,2,Software,1993.31
2167,2024-07-30,4,Salary,7664.36
2168,2024-07-30,3,Office,1366.46
2169,2024-07-30,1,Travel,2158.46
2170,2024-07-30,4,Software,1364.57
2171,2024-07-30,1,Office,856.18
2172,2024-07-31,4,Software,451.49
2173,2024-07-31,3,Travel,1467.07
2174,2024-07-31,4,Cloud Hosting,559.41
2175,2024-07-31,1,Office,611.5
2176,2024-07-31,1,Cloud Hosting,4253.55
2177,2024-08-01,2,Office,347.27
2178,2024-08-01,4,Salary,11607.34
2179,2024-08-01,4,Cloud Hosting,4513.37
2180,2024-08-01,3,Office,781.1
2181,2024-08-01,4,Office,1129.45
2182,2024-08-01,1,Marketing,2351.65
2183,2024-08-01,5,Office,433.88
2184,2024-08-01,1,Software,2398.94
2185,2024-08-01,3,Office,799.56
2186,2024-08-02,1,Salary,8392.85
2187,2024-08-02,1,Cloud Hosting,2205.89
2188,2024-08-02,5,Marketing,4208.59
2189,2024-08-02,5,Office,308.54
2190,2024-08-02,2,Travel,3714.3
2191,2024-08-02,2,Salary,9888.95
2192,2024-08-02,4,Salary,14071.79
2193,2024-08-02,1,Travel,1122.19
2194,2024-08-02,2,Office,120.11
2195,2024-08-02,1,Office,1366.53
2196,2024-08-02,4,Salary,11112.26
2197,2024-08-02,1,Travel,3307.64
2198,2024-08-03,4,Salary,10949.77
2199,2024-08-03,2,Travel,439.82
2200,2024-08-03,4,Marketing,3361.4
2201,2024-08-03,4,Office,553.93
2202,2024-08-03,5,Office,864.24
2203,2024-08-03,2,Cloud Hosting,3891.87
2204,2024-08-04,3,Marketing,1442.55
2205,2024-08-04,2,Cloud Hosting,3860.49
2206,2024-08-04,3,Marketing,4873.85
2207,2024-08-04,2,Software,2784.46
2208,2024-08-04,2,Salary,5999.68
2209,2024-08-04,5,Office,626.58
2210,2024-08-04,1,Marketing,7157.39
2211,2024-08-04,1,Salary,5072.24
2212,2024-08-04,5,Salary,13869.15
2213,2024-08-04,4,Software,2107.84
2214,2024-08-04,2,Marketing,5478.78
2215,2024-08-04,4,Travel,1765.72
2216,2024-08-04,5,Marketing,5841.71
2217,2024-08-04,2,Travel,2925.36
2218,2024-08-05,3,Salary,8478.54
2219,2024-08-05,5,Salary,7356.39
2220,2024-08-05,5,Salary,14767.91
2221,2024-08-05,3,Travel,3478.38
2222,2024-08-05,5,Travel,1033.25
2223,2024-08-05,2,Office,487.0
2224,2024-08-05,1,Marketing,6576.29
2225,2024-08-05,4,Office,796.52
2226,2024-08-05,1,Marketing,1378.19
2227,2024-08-05,3,Cloud Hosting,1285.07
2228,2024-08-05,3,Cloud Hosting,3199.05
2229,2024-08-05,1,Software,402.82
2230,2024-08-05,5,Salary,6758.88
2231,2024-08-05,4,Salary,10149.04
2232,2024-08-06,4,Marketing,5148.95
2233,2024-08-06,4,Cloud Hosting,1234.13
2234,2024-08-06,3,Office,422.09
2235,2024-08-06,3,Salary,7277.82
2236,2024-08-06,4,Marketing,7089.2
2237,2024-08-06,2,Software,313.24
2238,2024-08-07,1,Software,2682.42
2239,2024-08-07,2,Marketing,7495.21
2240,2024-08-07,2,Software,1223.26
2241,2024-08-07,4,Marketing,6038.75
2242,2024-08-07,3,Office,1465.78
2243,2024-08-07,3,Marketing,1890.48
2244,2024-08-07,5,Office,183.51
2245,2024-08-07,1,Marketing,6961.56
2246,2024-08-07,4,Software,596.48
2247,2024-08-07,2,Cloud Hosting,4466.12
2248,2024-08-07,2,Travel,3200.28
2249,2024-08-07,5,Office,1367.81
2250,2024-08-07,5,Travel,3449.02
2251,2024-08-07,4,Salary,13569.74
2252,2024-08-08,5,Marketing,4314.42
2253,2024-08-08,3,Software,142.06
2254,2024-08-08,2,Software,818.71
2255,2024-08-08,5,Software,744.98
2256,2024-08-08,2,Travel,3672.27
2257,2024-08-08,4,Salary,14801.84
2258,2024-08-08,4,Salary,12334.76
2259,2024-08-08,1,Travel,1817.65
2260,2024-08-08,4,Software,2448.18
2261,2024-08-08,1,Office,733.42
2262,2024-08-08,1,Marketing,4909.41
2263,2024-08-08,4,Salary,14499.34
2264,2024-08-09,3,Cloud Hosting,1423.59
2265,2024-08-09,1,Salary,9797.83
2266,2024-08-09,2,Cloud Hosting,3605.53
2267,2024-08-09,5,Travel,292.77
2268,2024-08-09,4,Software,2338.32
2269,2024-08-09,4,Office,358.92
2270,2024-08-09,4,Cloud Hosting,3608.34
2271,2024-08-10,1,Office,638.83
2272,2024-08-10,3,Office,843.29
2273,2024-08-10,4,Cloud Hosting,3838.57
2274,2024-08-10,5,Office,859.41
2275,2024-08-10,1,Marketing,5343.19
2276,2024-08-11,1,Office,820.63
2277,2024-08-11,3,Office,1343.17
2278,2024-08-11,4,Salary,8655.91
2279,2024-08-11,1,Travel,1589.17
2280,2024-08-11,5,Marketing,5934.12
2281,2024-08-11,2,Travel,725.94
2282,2024-08-11,2,Cloud Hosting,2836.28
2283,2024-08-11,4,Office,1132.33
2284,2024-08-11,2,Travel,3062.06
2285,2024-08-11,3,Marketing,3468.98
2286,2024-08-12,4,Travel,1253.15
2287,2024-08-12,3,Salary,8452.27
2288,2024-08-12,5,Software,1627.38
2289,2024-08-12,4,Salary,12098.25
2290,2024-08-12,5,Office,1359.23
2291,2024-08-12,5,Software,1167.62
2292,2024-08-12,1,Office,363.7
2293,2024-08-12,1,Software,332.49
2294,2024-08-12,3,Marketing,7707.8
2295,2024-08-13,2,Salary,7759.43
2296,2024-08-13,2,Office,794.86
2297,2024-08-13,5,Marketing,7664.73
2298,2024-08-13,3,Salary,9165.37
2299,2024-08-13,5,Office,1404.41
2300,2024-08-13,3,Software,1318.38
2301,2024-08-14,3,Salary,6890.61
2302,2024-08-14,2,Salary,13349.48
2303,2024-08-14,3,Travel,1764.43
2304,2024-08-14,3,Cloud Hosting,2584.9
2305,2024-08-14,5,Office,1278.67
2306,2024-08-14,4,Software,981.84
2307,2024-08-14,3,Marketing,2202.16
2308,2024-08-14,2,Cloud Hosting,2575.94
2309,2024-08-14,1,Cloud Hosting,997.19
2310,2024-08-14,4,Cloud Hosting,4794.21
2311,2024-08-14,2,Travel,2904.89
